id	Key	old	new
1804	Ocher	赭黃之	赭黃
1805	Tangerine	紅柑之	橘黃
1806	Coral	珊瑚之	珊瑚
1807	Crackling	爆裂之	爆裂
1808	Amber	琥珀之	琥珀
1809	Forked	分叉之	叉狀
1811	Beryl	海藍之	藍綠
1812	Jade	翠綠之	翠綠
1813	Viridian	銘綠之	鉻綠
1814	Vital	重要之	命能
1815	Emerald	祖母綠之	寶綠
1816	Enduring	忍耐之	長耐
1817	Fletcher's	製箭者之	造箭師
1818	Archer's	弓箭手之	弓箭手
1819	Monk's	僧人之	武僧
1820	Priest's	牧師之	牧師
1821	Summoner's	召喚者之	召喚師
1822	Necromancer's	死靈法師之	死靈法師
1823	Angel's	天使之	天使
1824	Arch-Angel's	大天使之	大天使
1825	Slayer's	屠殺者之	屠殺者
1826	Berserker's	狂戰士之	狂戰士
1827	Kicking	腳踢之	踢擊
1828	Triumphant	成功之	凱旋
1829	Mighty	強大之	強力
1830	Energizing	激勵之	賦能
1832	Empowering	授權之	強能
1833	Brisk	活潑之	活潑
1834	Tough	強悍之	強悍
1835	Hardy	健壯之	健壯
1836	Robust	魁梧之	魁梧
1837	of Health	生命的	強健之
1838	of Protection	保護的	保護之
1839	of Absorption	吸收	緩衝之
1840	of Warding	防避的	結界之
1841	of the Sentinel	步哨的	戒衛之
1842	of Guarding	守衛的	護法之
1843	of Negation	否定的	消魔之
1844	of Piercing	刺穿的	穿透之
1845	of Bashing	重擊的	猛擊之
1846	of Puncturing	爆破的	擊穿之
1847	of Thorns	刺尖的	棘刺之
1848	of Spikes	尖刺的	銳刺之
1849	of Readiness	迅速的	迅速之
1850	of Alacrity	輕快的	輕快之
1851	of Swiftness	敏捷的	迅捷之
1852	of Quickness	快速的	快速之
1853	of Blocking	格擋的	格擋之
1854	of Deflecting	偏向的	偏折之
1855	of the Apprentice	學徒的	學徒之
1856	of the Magus	馬格斯的	魔導師之
1857	of Frost	霜的	冰霜之
1858	of the Glacier	冰河的	冰河之
1859	of Warmth	融解的	融冰之
1860	of Flame	火焰的	火炎之
1861	of Fire	火的	火焰之
1862	of Burning	燃燒的	燃燒之
1863	of Shock	衝擊的	觸電之
1864	of Lightning	閃電的	閃電之
1865	of Thunder	雷電的	雷電之
1866	of Craftsmanship	工匠的	工匠之
1867	of Quality	品質的	優良之
1868	of Maiming	殘廢的	殘害之
1869	of Slaying	屠殺的	斬殺之
1870	of Gore	凝血的	傷戮之
1871	of Carnage	屠殺的	屠殺之
1872	of Slaughter	殘殺的	宰殺之
1873	of Worth	價值的	價值之
1874	of Measure	測量的	衡量之
1875	of Excellence	精靈的	卓越之
1876	of Performance	表現的	性能之
1877	of Blight	光明的	荒疫之
1878	of Venom	毒素的	劇毒之
1879	of Pestilence	瘟疫的	疫癘之
1880	of Dexterity	敏捷的	敏捷之
1881	of Skill	技能的	技術之
1882	of Accuracy	準確的	準確之
1883	of Precision	精密的	精密之
1884	of Perfection	完美的	完美之
1885	of Balance	平衡的	平衡之
1886	of Stability	穩定的	穩定之
1887	of the Horse	馬的	駿馬之
1888	of Regeneration	重造的	恢復之
1889	of Regrowth	重生的	癒合之
1890	of Vileness	惡毒的	穢毒之
1891	of Greed	貪婪的	貪婪之
1892	of Wealth	財富的	財富之
1893	of Chance	機會的	機會之
1894	of Fortune	幸運的	機運之
1895	of Energy	能源的	能量之
1896	of the Mind	思想的	心神之
1897	of Brilliance	才華的	才華之
1898	of Sorcery	幻術的	幻法之
1899	of Wizardry	法術的	巫術之
1900	of the Bear	熊的	巨熊之
1901	of Light	光明的	光明之
1902	of Radiance	光彩的	光輝之
1903	of the Sun	太陽的	日光之
1904	of Life	生命的	生命之
1905	of the Jackal	豺狼的	豺狼之
1906	of the Fox	狐狸的	狐狸之
1907	of the Wolf	狼的	野狼之
1908	of the Tiger	虎的	老虎之
1909	of the Mammoth	巨大的	猛瑪之
1910	of the Colosuss	太陽神的	巨像之
1911	of the Leech	妖巫的	血蛭之
1912	of the Locust	蝗蟲的	蝗蟲之
1913	of the Bat	蝙蝠的	蝙蝠之
1914	of the Vampire	吸血鬼的	吸血鬼之
1915	of Defiance	反抗的	抗毒之
1916	of Remedy	醫治的	醫治之
1917	of Amelioration	演進的	緩解之
1918	of Ice	冰的	寒冰之
1919	of Simplicity	簡樸的	簡易之
1920	of Ease	安逸的	舒適之
1921	of the Mule	頑固的	騾馱之
1922	of Strength	力量的	力量之
1923	of Might	武力的	武力之
1924	of the Ox	公牛的	公牛之
1925	of the Giant	巨人的	巨人之
1926	of the Titan	泰坦的	泰坦之
1927	of Pacing	步伐的	步伐之
1928	of Haste	憎恨的	疾行之
1929	of Speed	速度的	速度之
2215	gld	黃金	金幣
2282	Beast	野獸之	野獸
2283	Eagle	老鷹之	飛鷹
2285	Viper	蝮蛇之	蛇魔
2287	Skull	骷髏之	骷髏
2288	Blood	血之	鮮血
2289	Dread	恐懼之	畏怖
2290	Doom	毀滅之	末日
2291	Grim	冷酷之	兇殘
2292	Bone	白骨之	骸骨
2293	Death	死亡之	死亡
2294	Shadow	陰影之	暗影
2295	Storm	暴風之	風暴
2296	Rune	符號之	符文
2297	PlagueRI	瘟疫之	瘟疫
2298	Stone	石塊之	石岩
2300	Spirit	精神之	魂靈
2301	Demon	惡魔之	惡魔
2302	Cruel	殘忍之	殘酷
2303	Empyrion	埃及之	天境
2304	Bramble	野薔薇之	荊棘
2305	Pain	痛苦之	痛苦
2306	Loath	不願之	厭惡
2307	Glyph	繪畫文字之	雕紋
2310	Hailstone	霰之	冰雹
2311	Gale	狂風之	狂風
2312	Dire	悲慘之	兇蠻
2313	Soul	靈魂之	靈魂
2314	Brimstone	硫磺之	硫磺
2316	Carrion	腐屍之	腐屍
2318	Havoc	浩劫之	浩劫
2319	Bitter	受難之	受難
2320	Entropy	幽冥之	熵數
2321	Chaos	混沌之	混沌
2322	Order	秩序之	秩序
2323	Rift	破開之	裂隙
2324	Corruption	毀滅之	腐化
2325	bite	咬	之咬
2326	scratch	抓	抓痕
2327	scalpel	小刀	手術刀
2329	gutter	槽	撕腸者
2333	edge	刃	之刃
2335	splitter	劈裂	劈裂者
2336	cleaver	切肉刀	斬刃
2338	sunder	撕碎者	斷破
2339	rend	分裂	剮裂者
2340	mangler	亂砍者	割碎者
2343	Spawn	復生	之物
2344	gnash	咬牙	啃咬
2345	star	星	之星
2346	blow	吹	之吹
2348	Bane	剋星	禍害
2352	crack	破裂	崩破
2353	mallet	大頭錘	鎚棒
2356	spike	釘	刺釘
2358	skewer	串列者	串刺者
2359	prod	刺	戳棍
2360	scourge	鞭	煞星
2361	wand	杖	魔杖
2363	barb	倒鉤	勾刺
2364	needle	針	之針
2365	dart	鏢	飛鏢
2366	bolt	彈	之矢
2367	quarrel	爭吵	爭鬥
2369	flight	翔	之翔
2371	horn	角	尖角
2372	stinger	有刺者	釘刺者
2373	quill	羽	刺針
2375	branch	枝	之枝
2376	spire	螺旋	尖塔
2377	song	歌	之歌
2378	call	呼減	呼喚
2380	spell	法術	咒法
2381	chant	曲	祝禱
2383	gnarl	節	瘤節
2496	Civerb's	希弗伯之	克維雷布的
2497	Hsarus'	海沙魯之	海沙魯的
2498	Cleglaw's	克雷得勞之	克雷德勞
2499	Iratha's	依雷撒之	依雷撒的
2500	Isenhart's	依森哈德之	依森哈特的
2501	Vidala's	維達拉之	維達拉的
2502	Milabrega's	米拉伯佳之	米拉伯佳
2503	Cathan's	卡珊之	卡珊的
2504	Tancred's	坦克雷之	坦克雷的
2505	Sigon's	西剛之	西剛的
2506	Infernal	地獄之	煉獄
2509	Angelical	天上之	天使的
2510	Arctic	北極之	北極
2511	Arcanna's	卡阿娜之	阿卡娜的
2564	Weird	怪異	怪奇
2702	GloomUM	黑暗之	陰鬱
2703	Gray	灰色之	灰暗
2704	DireUM	悲慘之	兇蠻
2705	Black	黑色之	漆黑
2706	ShadowUM	影子之	暗影
2707	Haze	薄霧之	薄霧
2708	Wind	風之	飆風
2709	StormUM	風暴之	風暴
2710	Warp	扭曲之	扭曲
2711	Night	夜之	暗夜
2712	Moon	月之	孤月
2713	Star	星之	星辰
2714	Pit	地洞之	地穴
2715	Fire	火焰之	火焰
2716	Cold	冰之	寒冰
2717	Seethe	沸騰之	沸揚
2718	SharpUM	銳利之	鋒利
2719	AshUM	灰之	灰燼
2720	Blade	刀鋒之	刀鋒
2721	SteelUM	鐵之	鋼鐵
2722	StoneUM	石之	石岩
2723	Rust	腐蝕之	鏽蝕
2724	Mold	發黴之	霉害
2725	Blight	枯萎之	荒疫
2726	Plague	瘟疫之	瘟疫
2727	Rot	腐敗之	腐敗
2728	Ooze	滲流之	滲流
2729	Puke	嘔吐之	嘔血
2730	Snot	鼻涕之	黏涕
2731	Bile	乖戾之	乖戾
2732	BloodUM	鮮血之	鮮血
2733	Pulse	波動之	波動
2734	Gut	內臟之	臟器
2735	Gore	血塊之	血塊
2736	FleshUM	血肉之	血肉
2737	BoneUM	白骨之	骸骨
2738	SpineUM	山脊之	尖脊
2739	Mind	意志之	心靈
2740	SpiritUM	精神之	魂靈
2741	SoulUM	靈魂之	靈魂
2742	Wrath	忿怒之	憤怒
2743	GriefUM	悲嘆之	悲慟
2744	Foul	腐爛之	穢汙
2745	Vile	邪惡之	兇邪
2746	Sin	罪之	罪惡
2747	ChaosUM	混沌之	混沌
2748	DreadUM	恐懼之	畏怖
2749	DoomUM	毀滅之	末日
2750	BaneUM	禍根之	禍害
2751	DeathUM	死亡之	死亡
2752	ViperUM	蝮蛇之	蛇魔
2753	Dragon	龍之	巨龍
2754	Devil	惡魔之	妖鬼
2755	touchUM	接觸的	之觸
2756	spellUM	法術的	之咒
2757	feast	筵席的	之饗宴
2758	wound	傷痕的	之傷
2759	grin	露牙的	獰笑者
2760	maim	殘廢的	殘傷者
2761	hack	亂切的	之劈
2762	biteUM	咬的	噬咬
2763	rendUM	扯破的	之破
2764	burn	燃燒的	猛燃者
2765	rip	開膛手的	開膛手
2766	kill	殺的	之殺
2767	callUM	呼喊的	呼喚者
2768	vex	苦惱的	之苦痛者
2769	jade	玉的	之玉
2770	web	網的	毒網
2771	shieldUM	盾的	之盾
2772	KillerUM	殺手的	殺手
2773	RazorUM	剃刀的	剃刀
2774	drinker	酒鬼的	暢飲者
2775	shifter	變形者的	變形者
2776	crawler	爬行者的	爬行者
2777	dancer	舞者的	舞者
2778	bender	鬧飲者的	彎曲者
2779	weaverUM	揮舞者的	編織者
2780	eater	吞吃者的	吞食者
2781	widow	寡婦的	寡婦
2782	maggot	蛆蟲的	蛆蟲
2783	spawn	重生的	鬼物
2784	wight	人的	活屍
2785	GrumbleUM	哭訴的	泣怨者
2786	GrowlerUM	咆哮者的	咆哮者
2787	SnarlUM	吠叫的	吠叫者
2788	wolf	狼的	狂狼
2789	crow	烏鴉的	魔鴉
2790	raven	渡鳥的	掠鴉
2791	hawk	鷹的	天鷹
2792	cloud	雲的	罩雲
2793	BangUM	重擊的	之響
2794	head	頭的	之首
2795	skullUM	骷髏的	骷髏
2796	browUM	面容的	面容
2797	eyeUM	眼的	之眼
2798	maw	魔口的	魔口
2799	tongue	舌的	之舌
2800	fangUM	牙的	之牙
2801	hornUM	角的	之角
2802	thorn	刺的	荊棘
2803	clawUM	爪的	利爪
2804	fistUM	拳的	之拳
2805	heartUM	心的	之心
2806	shankUM	脛骨的	脛骨
2807	skinUM	皮的	之皮
2808	wingUM	翼的	飛翼
2809	pox	天花的	疫病
2810	fester	潰爛的	潰爛
2811	blister	起泡的	毒皰
2812	pus	膿的	之膿
2813	SlimeUM	黏液的	黏毒
2814	drool	流口水的	之涎
2815	froth	泡沫的	白沫
2816	sludge	污泥的	汙泥
2817	venom	毒液的	毒液
2818	poison	毒的	之毒
2819	break	打斷的	破斷
2820	shard	碎片的	碎片
2821	flame	火焰的	火焰
2822	maul	大木槌的	捶打者
2823	thirstUM	饑渴的	饑渴
2824	lust	渴望的	之慾
2825	the Hammer	鐵鎚者	「重鎚者」
2826	the Axe	斧頭者	「銳斧使徒」
2827	the Sharp	銳利者	銳不可當的
2828	the Jagged	鋸齒者	「鋸齒者」
2829	the Flayer	剝皮者	「剝皮手」
2830	the Slasher	切割者	「切割者」
2831	the Impaler	刺穿者	「刺穿者」
2832	the Hunter	獵人	「狩獵者」
2833	the Slayer	屠殺者	「屠殺使徒」
2834	the Mauler	傷害手	「猛擊者」
2835	the Destroyer	毀滅者	「毀滅者」
2836	theQuick	快速者	迅捷的
2837	the Witch	女巫	巫異
2838	the Mad	瘋狂者	瘋狂的
2839	the Wraith	忿怒者	「怨靈化身」
2840	the Shade	陰影	鬼影般的
2841	the Dead	死亡者	無法安息的
2842	the Unholy	不神聖者	「穢邪者」
2843	the Howler	號哭者	「號哭者」
2844	the Grim	殘酷者	陰森的
2845	the Dark	黑暗者	「黑暗者」
2846	the Tainted	污染者	「汙染者」
2847	the Unclean	不潔者	「不潔者」
2848	the Hungry	飢渴者	「飢渴者」
2849	the Cold	冰冷者	冷酷無情的
3220	Champion	頭目	精英
10048	of the Wraith	死靈	怨靈之
10049	of Equilibrium	均衡	均衡之
10050	Valkyrie's	女武神之	女武神
10051	Maiden's	處女之	女戰士
11085	champfanaticX	狂信者	瘋迷
11087	champberserkX	狂戰士	狂暴
20688	Stout	堅固之	牢固
20689	Antimagic	反魔法之	抗魔
20690	Null	無效之	無效
20691	Godly	神之	神威
20692	Ivory	象牙之	象牙
20693	Eburin	類象牙之	骨牙
20694	Blanched	白化之	白化
20695	Stalwart	健壯之	健壯
20696	Burly	魁梧之	魁梧
20697	Dense	密集之	密集
20698	Thin	細瘦之	細薄
20699	Compact	密實之	緊實
20700	Witch-hunter's	女巫獵人之	女巫獵人
20701	Magekiller's	法師殺手之	法師殺手
20702	Hierophant's	祭司之	祭司
20703	Shaman's	巫師之	薩滿
20704	Pestilent	瘟疫之	疫病
20705	Toxic	劇毒之	劇毒
20706	Corosive	腐蝕之	腐蝕
20707	Envenomed	險惡之	穢汙
20708	Septic	腐敗之	敗腐
20709	Shocking	震撼之	電擊
20710	Arcing	彎曲之	電弧
20711	Buzzing	嗡叫之	電鳴
20712	Static	靜態之	靜電
20713	Scorching	濃縮之	焦火
20714	Flaming	燃燒之	烈焰
20715	Smoking	煙霧之	火煙
20716	Smoldering	悶燒之	悶燃
20717	Ember	烈火之	熾烈
20718	Hibernal	寒冬之	冬寒
20719	Boreal	北風之	凍原
20720	Shivering	顫抖之	凍顫
20721	Snowflake	雪白之	落雪
20722	Mnemonic	記憶之	記憶
20724	Eagleeye	明察秋毫之	鷲眼
20725	Hawkeye	目光銳利之	鷹眼
20726	Falconeye	鷹眼之	隼眼
20727	Sparroweye	麻雀之眼之	雀眼
20728	Robineye	知更鳥之眼之	鴝眼
20729	Paradox	矛盾之	矛盾
20730	Shouting	狂哮之	嘶嚎
20731	Yelling	嘶喊之	嘶喊
20732	Calling	召喚之	呼喚
20733	Loud	警告之	警告
20734	Trump	愚人之	愚者
20735	Joker's	丑角之	丑角
20736	Jester's	弄臣之	弄臣
20737	Jack's	少年之	少年
20738	Knave's	惡棍之	惡棍
20739	Paleocene	忠誠之	忠貞
20740	Eocene	正義之	正義
20741	Oligocene	高貴之	高貴
20742	Miocene	教化之	啟悟
20743	Kenshi's	劍聖之	劍士
20744	Sensei's	劍士之	師尊
20745	Shogukusha's	將軍之	修武者
20746	Psychic	心靈之	通靈
20747	Mentalist's	心智之	讀心
20748	Cunning	冷靜之	狡猾
20749	Trickster's	詐欺之	欺詐
20750	Entrapping	誘騙之	誘騙
20751	Gaea's	蓋亞之	蓋亞
20752	Terra's	塵土之	大地
20753	Nature's	自然之	自然
20754	Communal	共有之	獸群
20755	Feral	猛禽之	野性
20756	Spiritual	精神之	荒靈
20757	Keeper's	管理者之	看管者
20758	Caretaker's	看守人之	照護者
20759	Trainer's	訓練師之	訓練師
20760	Veteran's	老手之	老手
20761	Expert's	專家之	專家
20762	Furious	狂怒之	狂怒
20763	Raging	猛烈之	烈怒
20764	Echoing	回音之	回音
20765	Resonant	回響之	共鳴
20766	Sounding	鳴響之	鳴響
20767	Guardian's	守護者之	守護者
20768	Warder's	主管之	看守者
20769	Preserver's	保護者之	保護者
20770	Marshal's	元帥之	元帥
20771	Commander's	指揮官之	指揮官
20772	Captain's	隊長之	隊長
20773	Rose Branded	玫瑰烙印之	玫瑰烙印
20774	Hawk Branded	老鷹烙印之	天鷹烙印
20775	Lion Branded	獅子烙印之	雄獅烙印
20776	Golemlord's	石魔之王之	魔像王
20777	Vodoun	雄壯之	魔精
20778	Graverobber's	盜墓者之	盜墓者
20779	Venomous	劇毒之	猛毒
20780	Noxious	有害之	毒害
20781	Fungal	黴菌之	真菌
20782	Accursed	詛咒之	詛咒
20783	Blighting	枯萎之	枯萎
20784	Hexing	詛咒之	妖術
20785	Glacial	冰冷之	冰河
20786	Freezing	冰凍之	凍結
20787	Chilling	寒意之	寒冰
20788	Powered	力量十足之	電能
20789	Charged	充能之	電荷
20790	Sparking	火光之	電光
20791	Volcanic	火山之	火山
20792	Blazing	炎熱之	烈火
20793	Burning	燃燒之	燃燒
20794	Lancer's	長槍兵之	長槍手
20795	Spearmaiden's	女矛手之	女矛手
20796	Harpoonist's	魚叉手之	魚叉手
20797	Athlete's	競賽之	競技
20798	Gymnast's	體技之	體技
20799	Acrobat's	特技之	特技
20800	Bowyer's	製弓匠之	製弓匠
20801	Diamond	鑽石之	鑽石
20802	Celestial	天體之	天靈
20803	Elysian	極樂之	樂土
20804	Astral	星間之	星界
20805	Unearthly	超自然之	超凡
20806	Arcadian	田園之	世外
20807	Jeweler's	珠寶匠之	珠寶匠
20808	Artificer's	工匠之	工匠
20809	Mechanist's	技工之	技工
20810	Aureolin	光輪之	光輪
20811	Victorious	優勝之	勝利
20812	Ambergris	龍涎香之	龍涎香
20813	Camphor	樟腦之	樟腦
20814	Lapis Lazuli	青金石之	青金石
20815	Chromatic	多彩之	絢彩
20816	Scintillating	閃閃發光之	燦爛
20817	Turquoise	綠松石之	綠松石
20818	Jacinth	紅鋯石之	紅鋯石
20819	Zircon	鋯石之	鋯石
20820	Bahamut's	巴哈姆特之	巴哈姆特
20821	Great Wyrm's	巨飛龍之	上古巨龍
20822	Felicitous	得體之	福運
20823	Lucky	好運之	好運
20824	Wailing	哭號之	哭號
20825	Screaming	尖叫之	尖嘯
20826	Grandmaster's	宗師之	宗師
20827	Master's	大師之	大師
20828	Argent	銀之	銀白
20829	Tin	錫之	錫鑄
20830	Nickel	鎳之	鎳鍍
20831	Maroon	茶色之	茶色
20832	Chestnut	栗色之	栗色
20833	Vigorous	精力	元氣
20834	Brown	棕色之	棕色
20835	Dun	暗褐之	暗楬
20836	Realgar	雄黃之	雄黃
20837	Rusty	鐵鏽之	鐵鏽
20838	Cinnabar	朱紅之	朱砂紅
20839	Vermillion	朱砂之	朱紅
20840	Carmine	胭脂之	胭脂
20841	Carbuncle	紅玉之	紅玉
20842	Serrated	鋸齒之	鋸刃
20843	Scarlet	猩紅之	猩紅
20844	Bloody	血腥之	染血
20845	Sanguinary	噬殺之	血腥
20846	Pearl	珍珠之	珍珠
20847	Divine	神性之	聖恩
20848	Hallowed	聖潔之	崇聖
20849	Sacred	神聖之	聖潔
20850	Pure	純潔之	純潔
20851	Consecrated	淨化之	聖化
20852	Assamic	月精靈之	月照
20853	Frantic	狂亂之	狂亂
20854	Hellatial	地獄般之	地獄般
20855	Quixotic	幻想之	幻想
20856	Smiting	重擊之	重擊
20857	Steller	星晨之	天星
20858	Stinging	刺痛之	刺痛
20859	Singing	歌唱之	歌唱
20860	Timeless	無窮之	無窮
20861	Original	原始之	原始
20862	Corporal	肉體之	肉體
20863	Lawful	守序之	守序
20864	Chaotic	渾沌之	混沌
20865	Fierce	兇猛之	兇猛
20866	Ferocious	兇暴之	兇猛
20867	Perpetual	永恆之	永恆
20868	Continuous	無盡之	無盡
20869	Laden	滿載之	滿載
20870	Pernicious	致命之	致命
20871	Harmful	有害之	有害
20872	Evil	邪惡之	邪惡
20873	Insidious	詭詐之	凶險
20874	Malicious	惡意之	懷恨
20875	Spiteful	懷恨之	惡意
20876	Precocious	早熟之	早熟
20877	Majestic	莊嚴之	莊嚴
20878	Sanguine	舐血之	舐血
20879	Monumental	刻印之	刻印
20880	Irresistible	無法抵抗之	無法抵抗
20881	Festering	潰爛之	潰爛
20882	Musty	陳腐之	陳腐
20883	Dusty	塵漫之	塵漫
20884	Decaying	衰退之	衰退
20885	Rotting	腐壞之	腐壞
20886	Infectious	傳染之	傳染
20887	Foggy	迷霧之	迷霧
20888	Cloudy	多雲之	多雲
20889	Hazy	朦朧之	朦朧
20890	Punishing	懲罰之	懲罰
20891	Obsidian	黑曜石之	黑曜石
20892	Royal	皇家之	皇家
20893	Frigid	酷寒之	酷寒
20894	Moldy	發霉之	發霉
20895	Gaudy	炫耀之	炫耀
20896	Impecable	無暇之	無瑕
20897	Soulless	無魂之	無魂
20898	Heated	熱火之	熱火
20899	Lasting	持續之	持續
20900	Scorched	燒炙之	燒炙
20901	Marred	損傷之	損傷
20902	Lilac	丁香之	丁香
20903	Rose	玫瑰之	玫瑰
20904	Shimmering	閃耀之	閃耀
20905	Green	綠色之	綠色
20906	Wicked	詭異之	凶邪
20907	Strange	怪異之	陌異
20908	Repulsive	噁心之	噁心
20909	Reclusive	隱世之	避世
20910	Crude	粗糙之	粗製的
20911	Rude	粗野之	粗野
20912	Hermetic	深奧之	奧密
20913	Rainbow	彩虹之	彩虹
20914	Colorful	多彩之	多彩
20915	Stinky	惡臭之	惡臭
20916	Gritty	磨碎之	碾壓
20917	of Warming	溫暖	溫暖之
20918	of Stoicism	冷靜	堅忍之
20919	of the Dynamo	爆發	爆發之
20920	of Grounding	鑽地	接地之
20921	of Insulation	絕緣	絕緣之
20922	of Resistance	阻抗	阻抗之
20923	of Faith	信仰	信仰之
20924	of Fire Quenching	猝滅	猝滅之
20925	of Amianthus	石綿	石絨之
20926	of Incombustibility	易燃	易燃之
20927	of Coolness	降溫	降溫之
20928	of Anima	和睦	和睦之
20929	of Life Everlasting	永生	永生之
20930	of Sunlight	陽光	陽光之
20931	of Frozen Orb	冰凍球	冰封球之
20932	of Hydra Shield	九頭蛇盾	多頭蛇盾之
20933	of Chilling Armor	寒冰裝甲	寒冰甲之
20934	of Blizzard	暴風雪	暴風雪之
20935	of Energy Shield	能源盾	能量護盾之
20936	of Thunder Storm	雷雲風暴	雷暴之
20937	of Meteor	隕石	隕石之
20938	of Glacial Spike	冰河刺	冰川之槍
20939	of Teleport Shield	傳送盾	傳送盾之
20940	of Chain Lightning	連鎖閃電	連鎖閃電之
20941	of Enchant	附魔	附魔之
20942	of Fire Wall	火牆	火牆之
20943	of Shiver Armor	寒顫屏障	碎冰甲之
20944	of Nova Shield	新星盾	新星之盾
20945	of Nova	新星	閃電新星之
20946	of Fire Ball	火球	火球之
20948	of Ice Blast	冰風暴	寒冰球之
20949	of Frost Shield	冷凝盾	冰霜護盾之
20950	of Telekinesis	心靈傳動	心靈傳動之
20951	of Static Field	靜態力場	靜電力場之
20952	of Frozen Armor	冰封屏障	冰封甲之
20953	of Icebolt	冰錐	寒冰彈之
20954	of Charged Shield	充能彈	電能彈之
20955	of Firebolts	火焰箭	火焰彈之
20956	of the Elements	元素	元素之
20957	of the Cobra	眼鏡蛇	眼鏡蛇之
20958	of the Efreeti	火元素	火靈之
20959	of the Phoenix	鳳凰	鳳凰之
20960	of the Yeti	雪猿	雪怪之
20961	of Grace and Power	優雅與力量	優雅與力量之
20962	of Grace	優雅 	優雅之
20963	of Power	力量	力量之
20964	of the Elephant	巨象	巨象之
20965	of Memory	記憶	記憶之
20966	of the Kraken1	海妖	海怪之
20967	of Propogation	傳播	增殖之
20968	of Replenishing	補充	補充之
20969	of Ages	歲月	歲月之
20970	of Fast Repair	回復	修復之
20971	of Self-Repair	自我修護	自我修復
20972	of Acceleration	加速	加速之
20973	of Traveling	傳送	運輸之
20974	of Virility	精氣	氣力之
20975	of Atlus	擎天神	擎天神之
20976	of Freedom	自由	自由之
20977	of the Lamprey	八目鰻	八目鰻之
20978	of Hope	希望	希望之
20979	of Spirit	靈魂	魂靈之
20980	of Vita	精力	活力之
20981	of Substinence	耐久	維續之
20982	of the Whale	巨鯨	巨鯨之
20983	of the Squid	烏賊	烏賊之
20984	of the Colossus1	巨神	巨神之
20985	of Knowledge	知識	知識之
20986	of Enlightenment	啟發	啟發之
20987	of Prosperity	富饒	富饒之
20988	of Good Luck	幸運	幸運之
20989	of Luck	好運	運氣之
20990	of Avarice	貪婪	貪慾之
20991	of Honor	榮譽	榮耀之
20992	of Revivification	復甦	復元之
20993	of Truth	真理	真理之
20994	of Daring	大膽	膽識之
20995	of Nirvana	涅槃	涅槃之
20996	of Envy	嫉妒	嫉妒之
20997	of Anthrax	炭疽	炭疽之
20998	of Bliss	福氣	喜樂之
20999	of Joy	歡喜	歡喜之
21000	of Transcendence	超凡	超凡之
