id	old	new
727	你可以在下面的文字區塊-也就是你先前輸入訊息的地方-輸入這些進階指令：	你可以在文字區塊，也就是你先前輸入訊息的地方，輸入這些進階指令：
730	把私人性訊息發送給另一個在battle.net上面的使用者。	發送私人訊息給另一位 Battle.net 的使用者。
732	可以讓你在交談室中進行一些動作。	可以讓你在聊天室進行一些表情動作。
735	可以讓你忽略掉指定使用者所發過來的訊息。	可以讓你忽略指定使用者所發送的訊息。
738	可以讓你再次從這個使用者這邊收到訊息。	可以讓你再次收到該使用者的訊息。
740	讓其他發送訊息給你的人，知道你現在離開電腦前面所以無法回覆。你你可以為你的缺席提供一個理由，只要在/away指令後面接著輸入就行了。當你回到電腦前想要關掉這個自動訊息，只要輸入/away即可。	讓發送訊息給你的其他人知道你離開電腦，所以無法回覆。你可以為你的缺席提供一個理由，只要在 /away 指令後面接著輸入就行了。當你回到電腦前想要關掉這個自動訊息，只要輸入 /away 即可。
742	讓其他發送訊息給你的人，知道你現在不希望受到打擾。你可以為你的缺席提供一個理由，只要在/dnd指令後面接著輸入就行了。當你回到電腦前想要關掉這個自動訊息，只要輸入/dnd即可。	讓發送訊息給你的其他人知道你現在不希望受到打擾。你可以為你的缺席提供一個理由，只要在 /dnd 指令後面接著輸入就行了。當你回到電腦前想要關掉這個自動訊息，只要輸入 /dnd 即可。
744	帶你前往你所指定的battle.net頻道。如果你想要進入技術協助頻道，你只要簡單的輸入/channel technical support即可。如果你試著加入一個不存在的頻道，你會自動開一個新頻道。	加入你所指定的 Battle.net 頻道。如果你想要進入技術協助頻道，你只要輸入 /channel technical support 即可。如果你嘗試加入不存在的頻道，則會自動創建一個新頻道。
746	提供一個Battle.net上的帳號名稱列表，顯示出目前位於你指定battle.net頻道中的所有玩者。	提供一個 Battle.net 的帳號名稱列表，顯示出目前位於你指定 Battle.net 頻道中的所有玩家。
748	禁止一個帳戶進入私人的頻道，只有頻道操作者可以下達此一命令。你可以稍後利用/unban <帳號> 讓剛剛被你禁止進入的帳號，再度回到這個頻道上。	禁止一個帳號進入私人頻道，只有頻道主持者可以使用此一命令。你可以稍後利用 /unban <帳號> 讓剛剛被你禁止進入的帳號，再度回到這個頻道。
750	使用這些指令可以複製、剪下或是貼上發亮處的文字。使用Ctrl+A可以選擇文字區中的所有文字。利用Ctrl+M可以切換音樂的有／無。利用Ctrl+N可以把貼上選擇人物的帳號名稱。	使用這些指令可以複製、剪下或是貼上標記的文字。使用 Ctrl+A 可以選擇文字區中的所有文字。利用 Ctrl+M 可以切換音樂的有 / 無。利用 Ctrl+N 可以貼上選擇的人物帳號名稱。
752	任命你選擇的玩者成為下一個頻道的操作者，只要目前的頻道操作者離開這個頻道，就可以讓新的頻道操作者上線。	任命你選擇的玩家成為繼任的頻道主持者，只要目前的頻道主持者離開，就可以讓新的頻道主持者接手。只有目前的頻道主持者可以使用這個指令。
754	把一個帳戶從私人的頻道踢出去，只有頻道操作者可以下達這一個命令。不過，被踢出去的玩者可以馬上重新加入這個頻道。	把一個帳號從私人的頻道踢出去。只有頻道主持者可以使用這個命令。不過，被踢出去的玩家可以馬上重新加入這個頻道。
756	導致頻道的操作者重新加入頻道，出現在表格的最後/底端；而不是前方/頂端。只有頻道操作者可以下達這項命令。	讓頻道的主持者重新加入頻道，出現在列表的最後/底端，而非排在最前方/頂端。只有頻道操作者可以使用這個指令。
759	在battle.net公眾頻道以及所有Blizzard遊戲中找尋特定的玩者，告訴你他們的帳號名稱，帳號號碼以及目前所在的位置。	在 Battle.net 公眾頻道以及所有暴雪遊戲中找尋特定的玩家，告訴你他們的帳號名稱，帳號號碼以及目前所在的位置。
761	提供你目前的帳號和battle.net的位置。	告知你目前的帳號號碼和 Battle.net 的地區。
763	切換battle.net上，在交談頻道中「加入/離開」的提示訊息。	切換 Battle.net 在聊天頻道中加入或離開的提示訊息。
765	存取一般battle.net的協助文字。	叫出 Battle.net 的一般協助說明。
767	告訴你目前battle.net的時間以及你當地時間。	告知你目前 Battle.net 的時間以及你當地時間。
769	告訴你目前正在battle.net上面，所有使用者的數量、遊戲和頻道的數量。	告訴你目前 Battle.net 上所有使用者的數量、遊戲和頻道的數量。
771	告訴你battle.net上面所支援Blizzard遊戲的天梯遊戲狀況。每一個程式的辨視碼如下：星海爭霸< STAR>，怒火燎原<STARX>和魔獸爭霸II：battle.net版<W2BN>。	可顯示 Battle.net 上面所支援暴雪遊戲的天梯遊戲狀況。每一個程式的辨識碼如下：星海爭霸<STAR>，怒火燎原<STARX>和魔獸爭霸II：battle.net版<W2BN>。
772	右點你自己的人物，可以讓你修改你的個人資料。	右鍵點擊你自己的人物，可以修改你的個人資料。
773	在battle.net的交談室中，利用「Tab」鍵可以切換你前十個輸入過的指令。	在 Battle.net 的交談室中，可使用 Tab 鍵切換你前十個輸入過的指令。
774	如果你需要進一步的協助，請到battle.net的TECHNICAL SUPPORT頻道、參考「暗黑破壞神II」的說明書，或是到http://www.blizzard.com/support/的網址，從Blizzard公司尋求技術性的支援。	如果你需要進一步的協助，請到 Battle.net 的 TECHNICAL SUPPORT 頻道、參考「暗黑破壞神II」的說明書，或是到 http://www.blizzard.com/support/ 的網址，從 Blizzard公司 尋求技術性的支援。
775	BATTLE.NET指令群	BATTLE.NET 指令
5171	連接到Battle.net	連接到 Battle.net
5174	存取你的帳戶	存取你的帳號
5177	取得玩者資料	取得玩家資料
5184	無法連上Battle.net。如果你使用的是數據機連到你的網際網路提供者，而且並沒有使用遙控軟體的話，你可以利用手動的方式啟動連線。	無法連上Battle.net。如果你是使用數據機連到網際網路供應者，而且並沒有使用遠端連線的話，你可以利用手動的方式啟動連線。
5187	Battle.net無法辨視你目前應用程式的版本。	Battle.net 無法辨視你目前應用程式的版本。
5188	想要取得更多資訊，請到www.battle.net/support/errormessages/	想要取得更多資訊，請到 www.battle.net/support/errormessages/
5189	無法連上Battle.net。	無法連上 Battle.net
5191	你連到網際網路提供者時用的是16位元模式。	你連到網際網路提供者時用的是 16 位元模式。
5192	Battle.net需要以32位元的連線接上網際網路。請確定你目前使用的連線軟體，是由網際網路提供者所給你的常用軟體。	Battle.net 需要以 32 位元的連線接上網際網路。請確定你目前使用的連線軟體，是由網際網路提供者所給你的常用軟體。
5193	無法開啟TCP/IP連線。確定OpenTransport已經安裝完畢。你可能須要和你的網際網路提供者連繫，才能連上Battle.net。	無法開啟 TCP/IP 連線。確定 OpenTransport 已經安裝完畢。你可能須要和你的網際網路提供者連繫，才能連上Battle.net。
5195	目前有更新的版本。Battle.net要求你使用最新版來進行遊戲，你的軟體現在開始更新。	目前有更新的版本。Battle.net 需要使用最新版來進行遊戲，你的軟體即將開始更新。
5196	這個更新檔案已經成功的下載，你的應用程式會自動重新啟動。	更新檔下載成功，你的應用程式會自動重新啟動。
5198	更新下載的軟體。	下載更新
5203	這個國度目前正在更新，請15分鐘之後再試一次。	這個伺服器正在更新，請 15 分鐘後再試一次。
5231	使用者名稱至少要二個字。請試試不同的名字。	使用者名稱需要至少兩個字元。請試試不同的名字。
5232	你的使用者名稱包括了一個或一個以上的非法字元。	你的使用者名稱包括了一個或以上的無效字元。
5233	你的使用者名稱包括了一個或一個以上的禁用文字。	你的使用者名稱包括了一個或以上的禁用文字。
5234	你上一次申請帳戶的動作仍在持續之中。請等一下並試用利用你剛剛開創的帳戶登錄。	你上一次申請帳戶的要求仍在處理中。請稍等一下，並嘗試利用你剛剛開創的帳戶登錄。
5235	你的姓名中並沒有足夠的字母與數字。	你的名字中沒有足夠的字母與數字。
5236	你的姓名中包括太多鄰近的標點符號。	你的名字包含了太多相鄰的標點符號。
5237	你的名字包括了太多的標點符號。	你的名字包含了太多的標點符號。
5238	你所輸入的密碼不符，請輸入相同的密碼二次。	你輸入的密碼不符，請輸入相同的密碼二次。
5241	你已經輸入了一個錯誤的密碼。如果你的人物沒有在三個月之內連上Battle.net，或是你忘掉你的密碼，你可以選擇「新帳戶」來設定一個新的名稱或是密碼。	你輸入了一個錯誤的密碼。如果你的人物沒有在三個月之內連上 Battle.net，或是你忘掉你的密碼，你可以選擇「新帳戶」來設定一個新的名稱或是密碼。
5242	無法變更密碼。你指定了一個錯誤的名稱或是密碼錯誤。	無法變更密碼。你輸入了錯誤的名稱或密碼。
5244	登錄錯誤	登入錯誤
5246	重新安裝以便昇級	重新安裝以進行升級
5249	無法創造帳戶	無法創建帳戶
5266	玩者資料	玩家資料
5267	大名	名稱
5268	姓別	性別
5269	年紀	年齡
5270	地點	地區
5332	從%s：%s	來自%s的訊息：%s
5333	發送到%s：%s	發送給%s：%s
5337	不正確的頻道名稱。這個名稱並不是為使用者準備的。	無效的頻道名稱。頻道名稱不能包括保留字元。
5338	你在網際網路上面點選了一個連結。你的瀏覽器會自動執行，你可以使用Windows的工作列回到Battle.net之中。	你點選了一個打開網際網路的連結。你的瀏覽器會自動執行，你可以使用 Windows 的工作列回到 Battle.net。
5339	你己經和Battle.net中斷連線了。請點選OK把通往%s的連線掛斷。請按下Cancel保持連線。	你己經和 Battle.net 中斷連線了。按下「確定」掛斷與%s的連線，或按下「取消」保持連線。
5340	Battle.net無法啟動你預設的瀏覽器。	Battle.net 無法啟動你預設的瀏覽器。
5342	要從Battle.Net來啟動網頁瀏覽器，你須要Internet選項1.1或更新的版本。請確定你的電腦上面安裝了Internet Config。	要從 Battle.Net 來啟動網頁瀏覽器，你需要有 Internet Config 1.1 或更新的版本。請確定你的電腦上面安裝了 Internet Config。
5343	在Internet選項或控制台的Internet中，所預設的網頁瀏覽器並不存在於你的硬碟之中。	在 Internet Config 或控制台的 Internet 中，所預設的網頁瀏覽器並不存在於你的硬碟之中。
5344	沒有足夠的記憶體，可以執行網頁瀏覽器。	記憶體不足，無法執行網頁瀏覽器。
5345	你在網際網路上面點選了一個連結。你的瀏覽器會自動執行，使用遊戲選單中的「切換螢幕模式」，可以讓你回到全螢幕的遊戲畫面之中。	你點選了一個打開網際網路的連結，你的瀏覽器會自動執行。
5347	你已經和battle.net失去連繫，請重新連線。	你和 Battle.net 的連線已中斷。請重新連線。
5348	Battle.net目前關站，請稍後再連線。	無法連上 Battle.net。請稍後再試一次。
5350	Battle.net目前關站，請稍後再連線。	無法連上 Battle.net。請稍後再試一次。
5351	與battle.net失去連線。	與 Battle.net 失去連線。
5352	你和battle.net的連線已經中斷了。	你和 Battle.net 的連線已經中斷。
5353	Battle.net沒有回應，請稍候數分鐘之後再重試。	Battle.net 沒有回應，請稍候數分鐘之後再重試。
5354	Battle.net沒有回應，請稍候數分鐘之後再重試。	Battle.net 沒有回應，請稍候數分鐘之後再重試。
5355	到Battle.net被中斷了，請稍後再試。	和 Battle.net 的連線已經中斷。請稍後再試一次。
10004	"/whisper <*accountname>	 /w <*accountname>"	"/whisper <*帳號名稱>	 /w <*帳號名稱>"
10005	"/msg <*accountname>	 /m <*accountname>"	"/msg <*帳號名稱>	 /m <*帳號名稱>"
10006	/squelch <*accountname>	/squelch <*帳號名稱>
10007	/ignore <*accountname>	/ignore <*帳號名稱>
10008	/unsquelch <*accountname>	/unsquelch <*帳號名稱>
10009	/unignore <*accountname>	/unignore <*帳號名稱>
10010	/ban <*accountname>	/ban <*帳號名稱>
10011	/designate <*accountname>	/designate <*帳號名稱>
10012	/kick <*accountname>	/kick <*帳號名稱>
10013	"/whois <*accountname>	 /where <*accountname>"	"/whois <*帳號名稱>	 /where <*帳號名稱>"
10014	/whereis <*accountname>	/whereis <*帳號名稱>
10015	/stats <*accountname> <programID>	/stats <*帳號名稱> <程式ID>
10092	EXPANSION LADDER 依照經驗值排名，顯示優秀的人物。預設為顯示所有排名，你也可以選取職業(By Class)項目檢視所有排序過的列表。	「資料片天梯」依照經驗值多寡列出最頂尖的角色。預設為顯示整體排名，但你也可以點選「職業」選項來檢視各職業的排名。
10093	EXPANSION HARDCORE LADDER 依照經驗值排名，顯示優秀的專家級人物。預設為顯示所有排名，你也可以選取職業(By Class)項目檢視所有排序過的列表。	「資料片專家級天梯」依照經驗值多寡列出最頂尖的專家級角色。預設為顯示整體排名，你也可以點選「職業」選項來檢視各職業的排名。
11017	yc3藍色文字yc4表示這個舉動已有其他聊天頻道中的人做過了。	ÿc3藍色文字ÿc4代表聊天頻道中其他人的行動。
11042	准許你不需鍵入帳戶名稱回覆特定耳語	可直接回覆密語，不需鍵入帳戶名稱
11044	ÿc9 黃色文字ÿc4 代表從battle.net直接傳遞的特別訊息	ÿc9黃色文字ÿc4代表從 Battle.net 直接發送的特別訊息
11045	遊戲時間:	遊戲時間：
11046	"當使用進階指令時	 你也可以使用  人物名稱  在同一個國度中的角色	而使用  人物名稱@國度伺服器  的方式在其他國度."	當使用進階指令時，你可以直接使用角色名稱聯絡同一伺服器的人，或是使用「角色名稱@伺服器」的方式聯絡其他伺服器的玩家。
11047	"對於battle.net上的任何人	包含在如星海爭霸等其他的遊戲玩家	 你必須使用 *帳戶名稱 的表示方法."	對於 Battle.net 上的任何人，包含譬如在《星海爭霸》等其他遊戲中的玩家，則必須使用*帳戶名稱的表示方法。
11048	"當有指令要求使用<帳戶名稱>時	 請使用下列 <人物名稱>	 <人物名稱@國度伺服器>	 或 <*帳戶名稱>的表示方法之一."	當有指令要求使用<帳戶名稱>時，請使用下列的方式：<角色名稱>、<角色名稱@伺服器>或<*帳戶名稱>。
11060	ÿc5灰色文字ÿc4 也代表在聊天頻道中的玩家所採取的行動	ÿc5灰色文字ÿc4同樣代表聊天頻道中其他人的行動。
11061	ÿc3藍色文字ÿc4 代表由battle.net或Blizzard工作人員直接傳遞的特別訊息	ÿc3藍色文字ÿc4代表由 Battle.net 或暴雪工作人員直接發送的特別訊息。
